"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","CNODE3",,,,"User:","attodev"
"Cmdline:","dstat -tcmndrylpg --output /opt/stack/logs/dstat-csv.log",,,,"Date:","07 Mar 2017 19:12:13 KST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",
07-03 19:24:59,8.160,0.500,91.341,0.0,0.0,0.0,1475915776.0,188018688.0,2652741632.0,63208972288.0,3830.0,12566.0,0.0,61440.0,0.0,3.0,819.0,2471.0,0.790,0.700,0.530,1.0,0.0,5.0,0.0,0.0
07-03 19:25:00,6.177,2.504,91.319,0.0,0.0,0.0,1456361472.0,188018688.0,2652770304.0,63228497920.0,4402.0,8762.0,4096.0,458752.0,1.0,46.0,930.0,3440.0,0.790,0.700,0.530,1.0,0.0,125.0,0.0,0.0
07-03 19:25:01,7.167,1.417,91.417,0.0,0.0,0.0,1528541184.0,188018688.0,2652778496.0,63156310016.0,792.0,3406.0,0.0,1921024.0,0.0,9.0,751.0,2131.0,0.810,0.710,0.530,2.0,0.0,16.0,0.0,0.0
07-03 19:25:02,7.256,1.668,90.992,0.083,0.0,0.0,1528176640.0,188022784.0,2652778496.0,63156670464.0,1522.0,0.0,0.0,6438912.0,0.0,34.0,768.0,2546.0,0.810,0.710,0.530,1.0,0.0,32.0,0.0,0.0
07-03 19:25:03,5.417,3.0,91.083,0.500,0.0,0.0,1467846656.0,188071936.0,2652540928.0,63217188864.0,7396.0,31242.0,0.0,2514944.0,0.0,71.0,1448.0,5448.0,0.810,0.710,0.530,1.0,0.0,280.0,0.0,0.0
07-03 19:25:04,7.018,0.919,91.312,0.752,0.0,0.0,1527033856.0,188096512.0,2652631040.0,63157886976.0,12994.0,140844.0,0.0,7520256.0,0.0,188.0,1488.0,5622.0,0.810,0.710,0.530,1.0,0.0,4.0,0.0,0.0
07-03 19:25:05,3.013,0.669,91.632,4.603,0.0,0.084,1527652352.0,188428288.0,2652708864.0,63156858880.0,3254.0,7526.0,0.0,13766656.0,0.0,471.0,1441.0,6213.0,0.810,0.710,0.530,0.0,1.0,0.0,0.0,0.0
07-03 19:25:06,3.359,0.756,91.940,3.862,0.0,0.084,1528598528.0,188694528.0,2652823552.0,63155531776.0,4010.0,9790.0,0.0,18341888.0,0.0,408.0,1329.0,5669.0,0.900,0.730,0.540,1.0,0.0,0.0,0.0,0.0
07-03 19:25:07,2.680,1.005,91.709,4.523,0.0,0.084,1530040320.0,189095936.0,2652844032.0,63153668096.0,2194.0,3146.0,0.0,23093248.0,0.0,468.0,1348.0,5200.0,0.900,0.730,0.540,1.0,0.0,0.0,0.0,0.0
07-03 19:25:08,3.833,1.0,91.250,3.833,0.0,0.083,1529294848.0,189521920.0,2652901376.0,63153930240.0,1636.0,2394.0,0.0,21110784.0,0.0,401.0,1203.0,4483.0,0.900,0.730,0.540,1.0,0.0,0.0,0.0,0.0
07-03 19:25:09,7.846,0.835,91.235,0.083,0.0,0.0,1482526720.0,189534208.0,2652917760.0,63200669696.0,534.0,420.0,0.0,352256.0,0.0,13.0,708.0,2012.0,0.900,0.730,0.540,1.0,0.0,7.0,0.0,0.0
07-03 19:25:10,4.341,0.584,91.569,3.422,0.0,0.083,1526493184.0,189849600.0,2652901376.0,63156404224.0,1712.0,4966.0,0.0,2273280.0,0.0,358.0,1057.0,7057.0,0.900,0.730,0.540,1.0,0.0,2.0,0.0,0.0
07-03 19:25:11,4.595,1.003,91.312,3.008,0.0,0.084,1458651136.0,190144512.0,2652921856.0,63223930880.0,3226.0,7562.0,0.0,2183168.0,0.0,325.0,1136.0,6954.0,0.990,0.750,0.540,1.0,0.0,51.0,0.0,0.0
07-03 19:25:12,8.090,0.417,91.410,0.083,0.0,0.0,1460510720.0,190148608.0,2652921856.0,63222067200.0,0.0,0.0,0.0,180224.0,0.0,9.0,688.0,1909.0,0.990,0.750,0.540,1.0,0.0,5.0,0.0,0.0
07-03 19:25:13,8.090,0.417,91.243,0.167,0.0,0.083,1453158400.0,190169088.0,2652909568.0,63229411328.0,590.0,0.0,0.0,1024000.0,0.0,27.0,689.0,1473.0,0.990,0.750,0.540,1.0,0.0,5.0,0.0,0.0
07-03 19:25:14,8.090,0.667,90.575,0.667,0.0,0.0,1502171136.0,190230528.0,2652909568.0,63180337152.0,650.0,0.0,0.0,17231872.0,0.0,186.0,874.0,3801.0,0.990,0.750,0.540,1.0,0.0,5.0,0.0,0.0
07-03 19:25:15,7.744,0.833,91.424,0.0,0.0,0.0,1493565440.0,190230528.0,2652913664.0,63188938752.0,590.0,0.0,0.0,12288.0,0.0,1.0,654.0,1567.0,0.990,0.750,0.540,1.0,0.0,5.0,0.0,0.0
07-03 19:25:16,8.007,0.500,91.493,0.0,0.0,0.0,1487097856.0,190230528.0,2652913664.0,63195406336.0,590.0,0.0,0.0,8192.0,0.0,1.0,682.0,1591.0,0.990,0.750,0.550,1.0,0.0,5.0,0.0,0.0
07-03 19:25:17,7.840,0.751,91.410,0.0,0.0,0.0,1476259840.0,190230528.0,2652913664.0,63206244352.0,0.0,0.0,0.0,8192.0,0.0,1.0,675.0,1553.0,0.990,0.750,0.550,1.0,0.0,5.0,0.0,0.0
07-03 19:25:18,7.923,0.584,91.493,0.0,0.0,0.0,1469812736.0,190230528.0,2652913664.0,63212691456.0,590.0,0.0,0.0,8192.0,0.0,1.0,667.0,1928.0,0.990,0.750,0.550,1.0,0.0,3.0,0.0,0.0
07-03 19:25:19,7.744,0.833,91.341,0.083,0.0,0.0,1464975360.0,190234624.0,2652905472.0,63217532928.0,1240.0,0.0,0.0,90112.0,0.0,3.0,668.0,2071.0,0.990,0.750,0.550,1.0,0.0,3.0,0.0,0.0
07-03 19:25:20,7.923,0.667,91.410,0.0,0.0,0.0,1464242176.0,190234624.0,2652913664.0,63218257920.0,0.0,0.0,0.0,12288.0,0.0,1.0,691.0,1779.0,0.990,0.750,0.550,1.0,0.0,7.0,0.0,0.0
07-03 19:25:21,7.917,0.583,91.417,0.083,0.0,0.0,1464406016.0,190234624.0,2652868608.0,63218139136.0,590.0,0.0,0.0,8192.0,0.0,1.0,691.0,1743.0,0.910,0.740,0.540,1.0,0.0,5.0,0.0,0.0
07-03 19:25:22,7.763,0.835,91.402,0.0,0.0,0.0,1461821440.0,190234624.0,2652921856.0,63220670464.0,590.0,0.0,0.0,53248.0,0.0,1.0,654.0,2404.0,0.910,0.740,0.540,1.0,0.0,7.0,0.0,0.0
07-03 19:25:23,7.993,0.583,91.424,0.0,0.0,0.0,1505808384.0,190234624.0,2652909568.0,63176695808.0,0.0,0.0,0.0,12288.0,0.0,1.0,647.0,1870.0,0.910,0.740,0.540,1.0,0.0,4.0,0.0,0.0
07-03 19:25:24,7.833,0.667,91.500,0.0,0.0,0.0,1501433856.0,190234624.0,2652913664.0,63181066240.0,1830.0,0.0,0.0,24576.0,0.0,3.0,685.0,2563.0,0.910,0.740,0.540,1.0,0.0,5.0,0.0,0.0
07-03 19:25:25,5.912,3.664,90.425,0.0,0.0,0.0,1464074240.0,190234624.0,2652925952.0,63218413568.0,3906.0,19758.0,0.0,831488.0,0.0,22.0,1283.0,6138.0,0.910,0.740,0.540,1.0,0.0,480.0,0.0,0.0
07-03 19:25:26,7.930,0.584,91.486,0.0,0.0,0.0,1461882880.0,190234624.0,2652942336.0,63220588544.0,1770.0,0.0,0.0,8192.0,0.0,1.0,669.0,1940.0,0.920,0.740,0.550,1.0,0.0,5.0,0.0,0.0
07-03 19:25:27,8.153,0.499,91.265,0.083,0.0,0.0,1461170176.0,190234624.0,2652942336.0,63221301248.0,1770.0,0.0,0.0,4096.0,0.0,1.0,674.0,1940.0,0.920,0.740,0.550,1.0,0.0,5.0,0.0,0.0
07-03 19:25:28,8.083,0.500,91.417,0.0,0.0,0.0,1524363264.0,190234624.0,2652934144.0,63158116352.0,342.0,0.0,0.0,0.0,0.0,0.0,663.0,1702.0,0.920,0.740,0.550,1.0,0.0,4.0,0.0,0.0
07-03 19:25:29,3.091,7.602,89.307,0.0,0.0,0.0,1456074752.0,190238720.0,2652975104.0,63226359808.0,12258.0,38784.0,0.0,1957888.0,0.0,49.0,2106.0,11847.0,0.920,0.740,0.550,1.0,0.0,1166.0,0.0,0.0
07-03 19:25:30,6.229,3.987,89.784,0.0,0.0,0.0,1555460096.0,190238720.0,2652999680.0,63126949888.0,5766.0,15086.0,0.0,462848.0,0.0,21.0,1310.0,7044.0,0.920,0.740,0.550,1.0,0.0,539.0,0.0,0.0
07-03 19:25:31,4.758,2.671,90.818,1.753,0.0,0.0,1547284480.0,190443520.0,2652336128.0,63135584256.0,4628.0,12892.0,0.0,3026944.0,0.0,189.0,1435.0,5898.0,0.920,0.750,0.550,1.0,1.0,321.0,0.0,0.0
07-03 19:25:32,4.188,1.005,91.541,3.266,0.0,0.0,1572466688.0,190738432.0,2650722304.0,63111720960.0,1980.0,1066.0,0.0,5312512.0,0.0,338.0,1240.0,3760.0,0.920,0.750,0.550,1.0,0.0,11.0,0.0,0.0
07-03 19:25:33,7.173,0.584,91.493,0.751,0.0,0.0,1607630848.0,190799872.0,2651779072.0,63075438592.0,1576.0,1422.0,0.0,6311936.0,0.0,79.0,852.0,2225.0,0.920,0.750,0.550,1.0,1.0,0.0,0.0,0.0
07-03 19:25:34,2.090,1.338,91.639,4.849,0.0,0.084,1607376896.0,191344640.0,2651508736.0,63075418112.0,650.0,0.0,0.0,19664896.0,0.0,528.0,1451.0,5641.0,0.920,0.750,0.550,1.0,0.0,0.0,0.0,0.0
07-03 19:25:35,2.349,0.755,91.779,5.034,0.0,0.084,1608388608.0,191827968.0,2652385280.0,63073046528.0,590.0,70.0,0.0,13205504.0,0.0,523.0,1433.0,5207.0,0.920,0.750,0.550,1.0,1.0,0.0,0.0,0.0
07-03 19:25:36,2.258,1.087,91.555,5.100,0.0,0.0,1609515008.0,192372736.0,2652979200.0,63070781440.0,2248.0,3704.0,0.0,15667200.0,0.0,539.0,1503.0,5352.0,0.930,0.750,0.550,1.0,1.0,0.0,0.0,0.0
07-03 19:25:37,1.852,0.758,92.003,5.303,0.0,0.084,1609596928.0,192847872.0,2653057024.0,63070146560.0,1856.0,4656.0,0.0,13914112.0,0.0,561.0,1524.0,5532.0,0.930,0.750,0.550,2.0,0.0,0.0,0.0,0.0
07-03 19:25:38,1.846,1.007,91.862,5.201,0.0,0.084,1609011200.0,193298432.0,2652794880.0,63070543872.0,1580.0,3378.0,0.0,16179200.0,0.0,553.0,1492.0,5672.0,0.930,0.750,0.550,1.0,0.0,0.0,0.0,0.0
07-03 19:25:39,1.599,0.758,92.088,5.556,0.0,0.0,1613418496.0,193798144.0,2652966912.0,63065464832.0,852.0,2862.0,0.0,18079744.0,0.0,651.0,1593.0,5781.0,0.930,0.750,0.550,1.0,0.0,0.0,0.0,0.0
07-03 19:25:40,6.104,3.094,89.967,0.836,0.0,0.0,1593131008.0,193880064.0,2652659712.0,63085977600.0,5276.0,14362.0,0.0,2711552.0,0.0,89.0,1341.0,5048.0,0.930,0.750,0.550,1.0,0.0,267.0,0.0,0.0
07-03 19:25:41,6.928,0.501,90.985,1.503,0.0,0.083,1604829184.0,194002944.0,2653011968.0,63073804288.0,4042.0,209196.0,0.0,3117056.0,0.0,174.0,1072.0,8253.0,0.940,0.760,0.550,0.0,1.0,0.0,0.0,0.0
07-03 19:25:42,3.101,0.503,91.785,4.526,0.0,0.084,1606168576.0,194445312.0,2653032448.0,63072002048.0,2936.0,7082.0,0.0,9027584.0,0.0,492.0,1489.0,6082.0,0.940,0.760,0.550,0.0,1.0,0.0,0.0,0.0
07-03 19:25:43,3.253,0.751,91.410,4.504,0.0,0.083,1607643136.0,194723840.0,2653184000.0,63070097408.0,3312.0,10252.0,0.0,7872512.0,0.0,488.0,1545.0,6333.0,0.940,0.760,0.550,1.0,1.0,0.0,0.0,0.0
07-03 19:25:44,3.175,0.752,91.395,4.511,0.0,0.167,1607827456.0,194912256.0,2653192192.0,63069716480.0,4828.0,10916.0,0.0,7905280.0,0.0,480.0,1522.0,6413.0,0.940,0.760,0.550,0.0,1.0,0.0,0.0,0.0
07-03 19:25:45,1.425,1.341,96.563,0.671,0.0,0.0,1551282176.0,194957312.0,2654044160.0,63125364736.0,4154.0,11076.0,1142784.0,1138688.0,279.0,76.0,1012.0,5524.0,0.940,0.760,0.550,1.0,0.0,107.0,0.0,0.0
07-03 19:25:46,1.088,1.674,97.071,0.167,0.0,0.0,1551425536.0,194965504.0,2654896128.0,63124361216.0,3246.0,9878.0,1675264.0,643072.0,409.0,23.0,798.0,5991.0,0.940,0.760,0.560,1.0,0.0,100.0,0.0,0.0
07-03 19:25:47,1.423,1.506,95.397,1.674,0.0,0.0,1550700544.0,195088384.0,2654191616.0,63125667840.0,2648.0,6786.0,851968.0,3235840.0,208.0,198.0,1079.0,5675.0,0.940,0.760,0.560,0.0,1.0,111.0,0.0,0.0
07-03 19:25:48,6.828,0.666,91.257,1.249,0.0,0.0,1600913408.0,195174400.0,2653446144.0,63076114432.0,722.0,476.0,0.0,2686976.0,0.0,138.0,934.0,2482.0,0.940,0.760,0.560,1.0,0.0,11.0,0.0,0.0
07-03 19:25:49,8.438,0.167,91.312,0.084,0.0,0.0,1633808384.0,195178496.0,2653446144.0,63043215360.0,650.0,0.0,0.0,610304.0,0.0,7.0,642.0,1646.0,0.940,0.760,0.560,1.0,0.0,0.0,0.0,0.0
07-03 19:25:50,5.403,0.582,91.189,2.826,0.0,0.0,1647783936.0,195424256.0,2654003200.0,63028436992.0,2144.0,73546.0,0.0,8347648.0,0.0,293.0,1112.0,5540.0,0.940,0.760,0.560,2.0,0.0,4.0,0.0,0.0
07-03 19:25:51,1.669,1.503,91.569,5.175,0.0,0.083,1650528256.0,195809280.0,2654220288.0,63025090560.0,0.0,0.0,0.0,49631232.0,0.0,536.0,2206.0,5181.0,0.950,0.760,0.560,1.0,0.0,0.0,0.0,0.0
07-03 19:25:52,1.839,1.756,91.555,4.849,0.0,0.0,1648668672.0,196153344.0,2654261248.0,63026565120.0,590.0,0.0,0.0,55906304.0,0.0,482.0,1350.0,5053.0,0.950,0.760,0.560,1.0,1.0,0.0,0.0,0.0
07-03 19:25:53,3.180,0.586,91.632,4.519,0.0,0.084,1653374976.0,196616192.0,2654490624.0,63021166592.0,1770.0,0.0,0.0,14581760.0,0.0,469.0,1382.0,4931.0,0.950,0.760,0.560,1.0,0.0,0.0,0.0,0.0
07-03 19:25:54,4.511,0.585,91.312,3.509,0.0,0.084,1660792832.0,197013504.0,2655055872.0,63012786176.0,1128.0,4600.0,0.0,4796416.0,0.0,381.0,1279.0,5504.0,0.950,0.760,0.560,0.0,1.0,0.0,0.0,0.0
07-03 19:25:55,3.521,0.335,91.869,4.275,0.0,0.0,1662615552.0,197611520.0,2654920704.0,63010500608.0,4608.0,8778.0,0.0,7376896.0,0.0,465.0,1495.0,6383.0,0.950,0.760,0.560,1.0,1.0,0.0,0.0,0.0
07-03 19:25:56,4.837,0.667,91.326,3.086,0.0,0.083,1667661824.0,198094848.0,2654982144.0,63004909568.0,3960.0,8088.0,0.0,9887744.0,0.0,330.0,1288.0,5455.0,1.030,0.790,0.570,1.0,1.0,0.0,0.0,0.0
07-03 19:25:57,3.101,0.838,91.618,4.359,0.0,0.084,1668902912.0,198664192.0,2654932992.0,63003148288.0,4020.0,9630.0,0.0,12152832.0,0.0,453.0,1504.0,6794.0,1.030,0.790,0.570,0.0,1.0,0.0,0.0,0.0
07-03 19:25:58,3.091,1.003,91.395,4.428,0.0,0.084,1669259264.0,199303168.0,2654953472.0,63002132480.0,4620.0,8690.0,0.0,14520320.0,0.0,481.0,1519.0,5602.0,1.030,0.790,0.570,1.0,1.0,0.0,0.0,0.0
07-03 19:25:59,4.337,1.251,90.992,3.420,0.0,0.0,1574768640.0,199684096.0,2654883840.0,63096311808.0,3096.0,3962.0,0.0,13672448.0,0.0,377.0,1329.0,5209.0,1.030,0.790,0.570,1.0,0.0,37.0,0.0,0.0
07-03 19:26:00,8.007,0.584,91.410,0.0,0.0,0.0,1638531072.0,199684096.0,2654883840.0,63032549376.0,932.0,0.0,0.0,659456.0,0.0,8.0,709.0,1816.0,1.030,0.790,0.570,1.0,0.0,6.0,0.0,0.0
07-03 19:26:01,8.333,0.333,91.167,0.167,0.0,0.0,1651486720.0,199696384.0,2654883840.0,63019581440.0,1770.0,3972.0,0.0,1351680.0,0.0,25.0,632.0,1433.0,1.030,0.790,0.570,1.0,0.0,2.0,0.0,0.0
07-03 19:26:02,3.261,4.599,90.468,1.589,0.0,0.084,1561268224.0,199839744.0,2655019008.0,63109521408.0,10556.0,32932.0,0.0,10407936.0,0.0,189.0,2018.0,9390.0,1.030,0.790,0.570,0.0,0.0,663.0,0.0,0.0
07-03 19:26:03,0.167,0.250,99.500,0.083,0.0,0.0,1560526848.0,199847936.0,2655019008.0,63110254592.0,1180.0,0.0,0.0,516096.0,0.0,16.0,288.0,649.0,1.030,0.790,0.570,1.0,0.0,0.0,0.0,0.0
07-03 19:26:04,0.334,0.167,99.499,0.0,0.0,0.0,1560522752.0,199852032.0,2655019008.0,63110254592.0,0.0,0.0,0.0,507904.0,0.0,18.0,280.0,688.0,1.030,0.790,0.570,1.0,0.0,0.0,0.0,0.0
07-03 19:26:05,0.500,0.416,99.001,0.083,0.0,0.0,1563054080.0,199856128.0,2655019008.0,63107719168.0,1180.0,1886.0,0.0,458752.0,0.0,8.0,309.0,916.0,1.030,0.790,0.570,2.0,0.0,24.0,0.0,0.0
07-03 19:26:06,8.104,1.921,89.891,0.084,0.0,0.0,1627582464.0,199860224.0,2655043584.0,63043162112.0,5272.0,12254.0,0.0,520192.0,0.0,7.0,1123.0,3606.0,1.030,0.790,0.570,1.0,0.0,154.0,0.0,0.0
07-03 19:26:07,2.585,0.334,97.081,0.0,0.0,0.0,1654079488.0,199868416.0,2655068160.0,63016632320.0,590.0,0.0,0.0,442368.0,0.0,14.0,426.0,1832.0,1.030,0.790,0.570,1.0,0.0,3.0,0.0,0.0
07-03 19:26:08,0.417,0.167,99.333,0.083,0.0,0.0,1654079488.0,199868416.0,2655068160.0,63016632320.0,0.0,0.0,0.0,356352.0,0.0,7.0,271.0,828.0,1.030,0.790,0.570,1.0,0.0,0.0,0.0,0.0
07-03 19:26:09,6.756,1.751,91.410,0.083,0.0,0.0,1718116352.0,199876608.0,2655080448.0,62952574976.0,1382.0,7244.0,0.0,917504.0,0.0,75.0,866.0,3105.0,1.030,0.790,0.570,1.0,0.0,101.0,0.0,0.0
07-03 19:26:10,7.423,0.584,91.827,0.167,0.0,0.0,1748815872.0,199897088.0,2655129600.0,62921805824.0,1180.0,0.0,0.0,552960.0,0.0,21.0,753.0,3520.0,1.030,0.790,0.570,1.0,0.0,9.0,0.0,0.0
07-03 19:26:11,4.508,2.337,92.905,0.250,0.0,0.0,1772085248.0,199925760.0,2655129600.0,62898507776.0,4536.0,15042.0,0.0,7651328.0,0.0,72.0,1060.0,4442.0,0.940,0.780,0.570,1.0,0.0,189.0,0.0,0.0
07-03 19:26:12,8.007,0.500,91.243,0.250,0.0,0.0,1819394048.0,199938048.0,2655154176.0,62851162112.0,590.0,0.0,0.0,471040.0,0.0,22.0,881.0,3822.0,0.940,0.780,0.570,1.0,0.0,0.0,0.0,0.0
07-03 19:26:13,1.754,0.585,97.577,0.084,0.0,0.0,1786519552.0,199938048.0,2670542848.0,62868647936.0,2161648.0,84126.0,0.0,311296.0,0.0,13.0,1969.0,3810.0,0.940,0.780,0.570,1.0,0.0,23.0,0.0,0.0
07-03 19:26:14,0.503,0.168,99.161,0.084,0.0,0.084,1786638336.0,199946240.0,2672701440.0,62866362368.0,2266146.0,82880.0,0.0,233472.0,0.0,12.0,1799.0,2324.0,0.940,0.780,0.570,1.0,0.0,0.0,0.0,0.0
07-03 19:26:15,0.584,0.417,98.916,0.083,0.0,0.0,1786638336.0,199950336.0,2674475008.0,62864584704.0,1966248.0,41508.0,0.0,172032.0,0.0,9.0,1445.0,2513.0,0.940,0.780,0.570,1.0,0.0,0.0,0.0,0.0
07-03 19:26:16,0.418,0.418,99.163,0.0,0.0,0.0,1786761216.0,199954432.0,2676887552.0,62862045184.0,2429616.0,61560.0,0.0,176128.0,0.0,9.0,1642.0,2495.0,0.870,0.770,0.570,1.0,0.0,0.0,0.0,0.0
07-03 19:26:17,0.832,0.416,98.586,0.083,0.0,0.083,1786417152.0,199966720.0,2678870016.0,62860394496.0,2065776.0,48930.0,0.0,106496.0,0.0,6.0,1587.0,2783.0,0.870,0.770,0.570,1.0,0.0,0.0,0.0,0.0
07-03 19:26:18,0.421,0.168,99.411,0.0,0.0,0.0,1786261504.0,199970816.0,2680799232.0,62858616832.0,2239793.0,50406.0,0.0,102400.0,0.0,7.0,1878.0,3200.0,0.870,0.770,0.570,1.0,0.0,0.0,0.0,0.0
07-03 19:26:19,0.667,0.500,98.750,0.083,0.0,0.0,1786273792.0,199970816.0,2683326464.0,62856077312.0,2270789.0,46134.0,0.0,24576.0,0.0,4.0,1787.0,3649.0,0.870,0.770,0.570,1.0,0.0,0.0,0.0,0.0
07-03 19:26:20,0.418,0.418,99.163,0.0,0.0,0.0,1786220544.0,199970816.0,2684776448.0,62854680576.0,1967174.0,39468.0,0.0,0.0,0.0,0.0,1625.0,2822.0,0.870,0.770,0.570,1.0,0.0,2.0,0.0,0.0
07-03 19:26:21,0.585,0.501,98.914,0.0,0.0,0.0,1785864192.0,199970816.0,2687672320.0,62852141056.0,2591446.0,51744.0,0.0,0.0,0.0,0.0,1973.0,3270.0,0.800,0.750,0.560,2.0,0.0,0.0,0.0,0.0
07-03 19:26:22,0.669,0.586,98.494,0.251,0.0,0.0,1786089472.0,199987200.0,2690478080.0,62849093632.0,2976974.0,60456.0,0.0,7352320.0,0.0,57.0,2309.0,4270.0,0.800,0.750,0.560,1.0,0.0,0.0,0.0,0.0
07-03 19:26:23,5.347,1.671,92.565,0.418,0.0,0.0,1806262272.0,200032256.0,2691551232.0,62827802624.0,1206313.0,32984.0,0.0,14032896.0,0.0,89.0,1972.0,5296.0,0.800,0.750,0.560,1.0,0.0,90.0,0.0,0.0
07-03 19:26:24,8.347,0.334,91.068,0.167,0.0,0.083,1820270592.0,200048640.0,2714648576.0,62790680576.0,1240.0,0.0,0.0,184320.0,0.0,15.0,899.0,4411.0,0.800,0.750,0.560,1.0,0.0,0.0,0.0,0.0
07-03 19:26:25,0.749,0.500,98.668,0.0,0.0,0.083,1788456960.0,200048640.0,2716434432.0,62820708352.0,2029788.0,74609.0,0.0,0.0,0.0,0.0,1672.0,2866.0,0.800,0.750,0.560,2.0,0.0,23.0,0.0,0.0
07-03 19:26:26,0.420,1.008,98.573,0.0,0.0,0.0,1788645376.0,200048640.0,2722607104.0,62814347264.0,6588914.0,129034.0,0.0,0.0,0.0,0.0,3984.0,6926.0,0.730,0.740,0.560,1.0,0.0,0.0,0.0,0.0
07-03 19:26:27,6.444,1.925,91.632,0.0,0.0,0.0,1814700032.0,200048640.0,2757259264.0,62753640448.0,687788.0,25312.0,0.0,0.0,0.0,0.0,1632.0,6448.0,0.730,0.740,0.560,2.0,0.0,137.0,0.0,0.0
07-03 19:26:28,8.243,0.749,90.924,0.083,0.0,0.0,1803792384.0,200069120.0,2762280960.0,62759505920.0,2430.0,2420.0,0.0,221184.0,0.0,15.0,1014.0,3876.0,0.730,0.740,0.560,1.0,0.0,30.0,0.0,0.0
07-03 19:26:29,8.180,0.417,91.319,0.083,0.0,0.0,1823395840.0,200073216.0,2762276864.0,62739902464.0,1240.0,0.0,0.0,61440.0,0.0,4.0,864.0,2968.0,0.730,0.740,0.560,2.0,0.0,4.0,0.0,0.0
07-03 19:26:30,7.910,1.082,90.758,0.167,0.0,0.083,1840046080.0,200085504.0,2766065664.0,62719451136.0,1918.0,1588.0,0.0,200704.0,0.0,15.0,1075.0,4611.0,0.730,0.740,0.560,1.0,0.0,23.0,0.0,0.0
07-03 19:26:31,8.590,0.417,90.826,0.167,0.0,0.0,1826549760.0,200101888.0,2790879232.0,62708117504.0,1180.0,3364.0,0.0,204800.0,0.0,15.0,980.0,3770.0,0.760,0.750,0.560,3.0,0.0,8.0,0.0,0.0
07-03 19:26:32,1.581,1.581,96.839,0.0,0.0,0.0,1826496512.0,200101888.0,2791325696.0,62707724288.0,6394.0,17958.0,28672.0,4096.0,2.0,1.0,1114.0,3718.0,0.760,0.750,0.560,1.0,0.0,255.0,0.0,0.0
07-03 19:26:33,0.751,0.167,99.082,0.0,0.0,0.0,1826488320.0,200101888.0,2791325696.0,62707732480.0,590.0,0.0,0.0,0.0,0.0,0.0,454.0,995.0,0.760,0.750,0.560,2.0,0.0,0.0,0.0,0.0
07-03 19:26:34,0.919,0.084,98.747,0.251,0.0,0.0,1826570240.0,200110080.0,2791325696.0,62707642368.0,650.0,0.0,0.0,2899968.0,0.0,84.0,579.0,1681.0,0.760,0.750,0.560,1.0,0.0,0.0,0.0,0.0
07-03 19:26:35,6.594,1.586,91.820,0.0,0.0,0.0,1874882560.0,200110080.0,2791337984.0,62659317760.0,4084.0,9056.0,0.0,0.0,0.0,0.0,1048.0,3522.0,0.760,0.750,0.560,2.0,0.0,101.0,0.0,0.0
07-03 19:26:36,8.590,0.250,91.159,0.0,0.0,0.0,1909026816.0,200110080.0,2791354368.0,62625157120.0,1180.0,0.0,0.0,0.0,0.0,0.0,839.0,1774.0,0.700,0.730,0.560,1.0,0.0,2.0,0.0,0.0
07-03 19:26:37,8.583,0.417,91.0,0.0,0.0,0.0,1933119488.0,200163328.0,2793197568.0,62599168000.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,3099.0,0.700,0.730,0.560,2.0,0.0,4.0,0.0,0.0
07-03 19:26:38,11.269,2.671,85.893,0.167,0.0,0.0,2136289280.0,200175616.0,2793537536.0,62395645952.0,2144.0,13554.0,0.0,733184.0,0.0,12.0,1294.0,12455.0,0.700,0.730,0.560,0.0,0.0,249.0,0.0,0.0
07-03 19:26:39,0.834,0.167,98.999,0.0,0.0,0.0,2136408064.0,200175616.0,2793537536.0,62395527168.0,1240.0,0.0,0.0,122880.0,0.0,4.0,553.0,1196.0,0.700,0.730,0.560,2.0,0.0,0.0,0.0,0.0
07-03 19:26:40,0.835,0.0,99.165,0.0,0.0,0.0,2136154112.0,200175616.0,2793537536.0,62395781120.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,1277.0,0.700,0.730,0.560,1.0,0.0,2.0,0.0,0.0
07-03 19:26:41,3.420,1.585,94.912,0.083,0.0,0.0,2147491840.0,200175616.0,2793545728.0,62384435200.0,4022.0,11096.0,0.0,0.0,0.0,0.0,1027.0,2711.0,0.640,0.720,0.560,1.0,0.0,113.0,0.0,0.0
07-03 19:26:42,8.424,0.584,90.992,0.0,0.0,0.0,2195636224.0,200183808.0,2793660416.0,62336167936.0,590.0,0.0,0.0,0.0,0.0,0.0,1009.0,2133.0,0.640,0.720,0.560,1.0,0.0,10.0,0.0,0.0
07-03 19:26:43,7.923,1.084,90.909,0.083,0.0,0.0,2243874816.0,200245248.0,2794504192.0,62287024128.0,590.0,0.0,40960.0,1396736.0,10.0,7.0,1024.0,5299.0,0.640,0.720,0.560,2.0,0.0,5.0,0.0,0.0
07-03 19:26:44,5.676,2.421,91.903,0.0,0.0,0.0,2301759488.0,200249344.0,2794639360.0,62229000192.0,1574.0,9940.0,0.0,38404096.0,0.0,304.0,1497.0,10185.0,0.640,0.720,0.560,0.0,0.0,185.0,0.0,0.0
